,premise,choice1,choice2,label,question
7867,go to checkout line.,load items from the cart onto the checkout lane's belt.,walk into store.,0,effect
7868,take your purchase to the front.,place groceries items on conveyor belt.,enter the grocery store and grab a shopping cart.,0,effect
7869,walk to check out line.,remove items from cart.,enter the store.,0,effect
7870,wait for them to be scanned.,enter the shopping place and take a trolley.,go to checkout.,1,cause
7871,scan all my items while somebody bags them.,enter store.,bring cart to register.,1,cause
7872,wait for them to be scanned.,enter store.,go to the checkout and pay.,1,cause
7873,watch prices as the checker scans.,enter the grocery store and grab a shopping cart.,navigate to checkout.,1,cause
7874,wait for cashier to finish ringing you up.,go into grocery store.,take to check out.,1,cause
7875,go to check out stand and pay for items.,wait for the cashier to ring the order up.,enter super market.,0,effect
7876,get in checkout line.,take groceries one by one for billing.,go inside.,0,effect
7877,head for the counter.,watch prices as the checker scans.,enter grocery store.,0,effect
7878,take cart to cash register.,let the cashier ring up your items.,walk in store.,0,effect
7879,bring cart to register.,watch prices as the checker scans.,enter store.,0,effect
7880,cashier gives you total amount to be paid.,enter the store.,go to the check out area.,1,cause
7881,wait to know the total amount to be paid.,enter the grocery store and grab a shopping cart.,take cart to checkout line.,1,cause
7882,cashier gives you total.,enter super market.,"when you are finished picking out what you want to purchase, go to the check out line.",1,cause
7883,cashier gives you total.,enter super market.,get to the counter.,1,cause
7884,"when all items are scanned, the cashier will give you a total.",enter super market.,go to the teller with the items.,1,cause
7885,bring items to cashier at front of store.,cashier gives total.,enter store.,0,effect
7886,go to checkout line.,cashier gives you total amount to be paid.,go into grocery store.,0,effect
7887,take your items to the checkout counter.,cashier gives total amount to be paid.,enter grocery store.,0,effect
7888,go to check out line in front of store.,cashier gives total amount to be paid.,enter store.,0,effect
7889,get to the counter.,cashier gives total amount to be paid.,enter the store.,0,effect
7890,get wallet and take money out of it.,go into store and locate items to buy.,bring items to checkout.,1,cause
7891,take out money from the wallet.,enter super market.,go up to check out line.,1,cause
7892,take the money out of wallet for paying the bill.,walk in to the store.,go to cashier.,1,cause
7893,take out money from the wallet.,enter the shopping place and take a trolley.,take cart to cash register.,1,cause
7894,take the money out of wallet for paying the bill.,walk in to the store.,take cart to checkout.,1,cause
7895,take the full cart to the checkout lane.,take out money from the wallet.,enter super market.,0,effect
7896,go up to the cashier.,get wallet and take money out of it.,enter grocery store.,0,effect
7897,take your purchase to the front.,take the money out of wallet for paying the bill.,enter store.,0,effect
7898,proceed to checkout.,get wallet and take money out of it.,enter store.,0,effect
7899,go to the teller with the items.,take the money out of wallet for paying the bill.,walk in to the store.,0,effect
7900,pay for your items.,enter the grocery store and grab a shopping cart.,go to check out stand and pay for items.,1,cause
7901,pay for my groceries.,walk in to the store.,proceed to checkout.,1,cause
7902,pay for groceries.,enter grocery store.,proceed to checkout.,1,cause
7903,pay for them at the register.,go in store.,go to check out line.,1,cause
7904,pay total.,go into grocery store.,go to check out.,1,cause
7905,go to check out line.,pay by credit card.,walk into store.,0,effect
7906,bring items to cashier at front of store.,pay total.,enter super market.,0,effect
7907,walk to check out line.,pay cashier.,enter the grocery store and grab a shopping cart.,0,effect
7908,navigate to checkout.,pay for items purchased.,walk in store.,0,effect
7909,bring items to checkout.,pay for my groceries.,enter super market.,0,effect
7910,get the bill for groceries.,enter store.,get to the counter.,1,cause
7911,get receipt.,enter grocery store.,proceed to checkout.,1,cause
7912,get receipt.,walk in store.,get in checkout line.,1,cause
7913,get the bill.,enter super market.,bring cart to register.,1,cause
7914,get the bill.,enter grocery store.,proceed to checkout.,1,cause
7915,bring items to checkout.,get the bill.,go into grocery store.,0,effect
7916,"when you are finished picking out what you want to purchase, go to the check out line.",get receipt.,walk into store.,0,effect
7917,go to the teller with the items.,get receipt.,enter the store.,0,effect
7918,get in checkout line.,get the bill.,enter store.,0,effect
7919,bring cart to register.,get the bill.,enter store.,0,effect
7920,cashier gives you total amount to be paid.,go into grocery store.,wait for the cashier to ring the order up.,1,cause
7921,"when all items are scanned, the cashier will give you a total.",enter grocery store.,check out food.,1,cause
7922,cashier gives you total.,go into store.,watch prices as the checker scans.,1,cause
7923,cashier gives you total amount to be paid.,enter store.,wait for the cashier to ring the order up.,1,cause
7924,"when all items are scanned, the cashier will give you a total.",enter the store.,check out food.,1,cause
7925,check out the things.,cashier gives you total.,walk into store.,0,effect
7926,let the cashier ring up your items.,wait to know the total amount to be paid.,go into grocery store.,0,effect
7927,check out food.,cashier gives total.,enter the grocery store and grab a shopping cart.,0,effect
7928,wait for them to be scanned.,cashier gives total amount to be paid.,walk into store.,0,effect
7929,scan all my items while somebody bags them.,cashier gives total amount to be paid.,enter grocery store.,0,effect
7930,get wallet and take money out of it.,enter store.,scan all my items while somebody bags them.,1,cause
7931,get wallet and take money out of it.,enter store.,let the cashier ring up your items.,1,cause
